,Unnamed: 0.1,Quantity/Units,Weight(Tons),Value(1000 SAR),Country Group,Commodity,Commodity Code
282,08051000,0,6657,9826,Other Arab League Countries,ORANGES,08051000
283,08052000,0,1627,3630,Gulf Cooperation Council,MANDARINS AND CITRUS HYBRIDS,08052000
284,08054000,0,1058,1776,Gulf Cooperation Council,GRAPEFRUIT,08054000
285,08055010,0,3205,5832,Gulf Cooperation Council,FRESH LEMONS,08055010
286,08055010,0,394,920,Other Arab League Countries,FRESH LEMONS,08055010
287,08059000,0,5449,10865,Gulf Cooperation Council,OTHER CITRUS FRUIT,08059000
288,08059000,0,1279,1411,Other Arab League Countries,OTHER CITRUS FRUIT,08059000
289,08061000,0,2701,8709,Gulf Cooperation Council,FRESH GRAPES,08061000
290,08061000,0,35,362,"Asian not Arabic ,not Islamic",FRESH GRAPES,08061000
291,08062000,0,606,3137,Gulf Cooperation Council,DRIED GRAPES,08062000
292,08062000,0,1778,6165,Other Arab League Countries,DRIED GRAPES,08062000
293,08062000,0,397,1391,Islamic not Arabic countries,DRIED GRAPES,08062000
294,08062000,0,1817,7128,"African not Arabic,not Islamic",DRIED GRAPES,08062000
295,08062000,0,228,960,North America,DRIED GRAPES,08062000
296,08062000,0,552,2807,European Union,DRIED GRAPES,08062000
297,08071990,0,1749,22871,Gulf Cooperation Council,"WATERMELON, CANTALOUPE AND FRESH PAPAYA.",08071990
298,08081000,0,1653,4184,Gulf Cooperation Council,"APPLES, FRESH",08081000
299,08081000,0,925,2364,Other Arab League Countries,"APPLES, FRESH",08081000
300,08083000,0,470,1591,Gulf Cooperation Council,"PEARS, FRESH",08083000
301,08091000,0,558,1537,Gulf Cooperation Council,"APRICOTS, FRESH",08091000
302,08093000,0,497,1582,Gulf Cooperation Council,"PEACHES, INCLUDING NECTARINES, FRESH",08093000
303,08094000,0,779,3197,Gulf Cooperation Council,"PLUMS AND SLOES, FRESH",08094000
304,08104000,0,212,753,Gulf Cooperation Council,"CRANBERRIES, BILBERRIES, FRESH",08104000
305,08105000,0,346,1057,Gulf Cooperation Council,"RASPBERRIES, BLACKBERRIES, FRESH",08105000
306,08109010,0,3675,8072,Gulf Cooperation Council,"POMEGRANATES, FRESH",08109010
307,08109010,0,1286,2836,Other Arab League Countries,"POMEGRANATES, FRESH",08109010
308,08109090,0,12017,31552,Gulf Cooperation Council,"OTHER FRUIT, FRESH",08109090
309,08109090,0,688,2079,Other Arab League Countries,"OTHER FRUIT, FRESH",08109090
310,08132000,0,480,1439,Gulf Cooperation Council,"PRUNES, DRIED",08132000
311,08133000,0,184,415,Gulf Cooperation Council,"APPLES, DRIED",08133000
312,08134030,0,216,574,Gulf Cooperation Council,"PEARS, DRIED",08134030
313,08134090,0,1270,4549,Gulf Cooperation Council,OTHER DRIED FRUIT,08134090
314,09011100,0,334,2505,Gulf Cooperation Council,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
315,09011100,0,1281,6271,Other Arab League Countries,"UNROASTED COFFEE, NOT DECAFFEINATED",09011100
316,09011200,0,438,4089,Gulf Cooperation Council,"UNROASTED COFFEE, DECAFFEINATED",09011200
317,09012100,0,20,419,Other Arab League Countries,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
318,09012100,0,128,896,European Union,"ROASTED COFFEE, NOT DECAFFEINATED",09012100
319,09012200,0,75,552,Gulf Cooperation Council,"ROASTED COFFEE, DECAFFEINATED",09012200
320,09019000,0,745,15875,Gulf Cooperation Council,OTHER TOASTED COFFEE,09019000
321,09019000,0,66,428,Other Arab League Countries,OTHER TOASTED COFFEE,09019000
322,09019000,0,183,924,Islamic not Arabic countries,OTHER TOASTED COFFEE,09019000
323,09021000,0,27,375,"Asian not Arabic ,not Islamic","GREEN TEA IN IMMEDIATE PACKINGS, 3 KGS OR LESS",09021000
324,09022000,0,15,588,Gulf Cooperation Council,OTHER GREEN TEA,09022000
325,09022000,0,43,322,"Asian not Arabic ,not Islamic",OTHER GREEN TEA,09022000
326,09023010,0,167,4764,Gulf Cooperation Council,TEA BAGS,09023010
327,09023010,0,834,27921,Other Arab League Countries,TEA BAGS,09023010
328,09023010,0,46,498,"African not Arabic,not Islamic",TEA BAGS,09023010
329,09023090,0,366,13282,Gulf Cooperation Council,OTHER KIND OF BLACK TEA,09023090
330,09023090,0,82,2033,Other Arab League Countries,OTHER KIND OF BLACK TEA,09023090
331,09024000,0,36,1235,Gulf Cooperation Council,OTHER BLACK TEA,09024000
332,09024000,0,477,9580,Other Arab League Countries,OTHER BLACK TEA,09024000
333,09041100,0,164,1084,Gulf Cooperation Council,"PEPPER, NEITHER CRUSHED NOR GROUND",09041100
334,09041100,0,240,1341,Other Arab League Countries,"PEPPER, NEITHER CRUSHED NOR GROUND",09041100
335,09041200,0,282,1343,Gulf Cooperation Council,"PEPPER, CRUSHED OR GROUND",09041200
336,09041200,0,434,1085,Other Arab League Countries,"PEPPER, CRUSHED OR GROUND",09041200
337,09052000,0,284,1681,Other Arab League Countries,VANILLA,09052000
338,09061100,0,52,340,Other Arab League Countries,Cinnamon (Cinnamomum zeylanicum Blume),09061100
339,09061100,0,100,375,"Asian not Arabic ,not Islamic",Cinnamon (Cinnamomum zeylanicum Blume),09061100
340,09061900,0,56,837,Other Arab League Countries,Other Cinnamon Tree Blossoms And Cinnamon,09061900
341,09071000,0,39,933,Gulf Cooperation Council,"CLOVES (WHOLE FRUIT, CLOVES AND STEMS)",09071000
342,09071000,0,33,430,Other Arab League Countries,"CLOVES (WHOLE FRUIT, CLOVES AND STEMS)",09071000
343,09083100,0,246,4926,Gulf Cooperation Council,CARDAMOMS,09083100
344,09083100,0,151,2950,Other Arab League Countries,CARDAMOMS,09083100
345,09083100,0,21,505,"Asian not Arabic ,not Islamic",CARDAMOMS,09083100
346,09083200,0,65,764,Gulf Cooperation Council,CARDAMOMS,09083200
347,09092100,0,98,376,Gulf Cooperation Council,SEEDS OF CORIANDER,09092100
348,09092100,0,89,506,Other Arab League Countries,SEEDS OF CORIANDER,09092100
349,09092200,0,87,476,Other Arab League Countries,SEEDS OF CORIANDER,09092200
350,09093100,0,218,1585,Other Arab League Countries,SEEDS OF CUMIN,09093100
351,09093200,0,143,1150,Other Arab League Countries,SEEDS OF CUMIN,09093200
352,09101100,0,138,301,Gulf Cooperation Council,GINGER,09101100
353,09101100,0,343,1832,Other Arab League Countries,GINGER,09101100
354,09101200,0,61,484,Other Arab League Countries,GINGER,09101200
355,09109100,0,72,798,Gulf Cooperation Council,MIXTURES OF SPICES,09109100
356,09109100,0,219,1616,Other Arab League Countries,MIXTURES OF SPICES,09109100
357,09109100,0,30,902,Islamic not Arabic countries,MIXTURES OF SPICES,09109100
358,09109920,0,200,734,Other Arab League Countries,B546Thyme; bay leaves,09109920
359,09109930,0,108,636,Islamic not Arabic countries,Curry,09109930
360,09109990,0,144,1659,Gulf Cooperation Council,OTHERS SEEDS                                        (3),09109990
361,09109990,0,4461,73682,Other Arab League Countries,OTHERS SEEDS                                        (3),09109990
362,09109990,0,111,930,Islamic not Arabic countries,OTHERS SEEDS                                        (3),09109990
363,09109990,0,48,567,"African not Arabic,not Islamic",OTHERS SEEDS                                        (3),09109990
364,10061000,0,691,3108,Other Arab League Countries,RICE IN THE HUSK (PADDY OR ROUGH),10061000
365,10061000,0,232,773,"African not Arabic,not Islamic",RICE IN THE HUSK (PADDY OR ROUGH),10061000
366,10061000,0,169,953,European Union,RICE IN THE HUSK (PADDY OR ROUGH),10061000
367,10062000,0,239,1271,Gulf Cooperation Council,HUSKED (BROWN) RICE,10062000
368,10062000,0,992,3337,Other Arab League Countries,HUSKED (BROWN) RICE,10062000
369,10062000,0,144,332,"African not Arabic,not Islamic",HUSKED (BROWN) RICE,10062000
370,10063000,0,6392,25550,Gulf Cooperation Council,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
371,10063000,0,3350,8263,Other Arab League Countries,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
372,10063000,0,134,409,Islamic not Arabic countries,SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
373,10063000,0,124,353,"African not Arabic,not Islamic",SIMI-MILLED OR WHOLLY MILLED RICE WHETHER OR NOTPOLISHED OR GLAZE,10063000
374,01012910,8,4,10,Other Country Groups,HORSES FOR SPORT,01012910
375,01041090,295,30,295,Other Country Groups,OTHER SHEEP,01041090
376,01061320,45,14,880,Other Country Groups,Camels for sport and beauty contests,01061320
377,11029090,0,188,818,Other Arab League Countries,OTHER FLOUR,11029090
378,11031320,0,6028,8243,Other Arab League Countries,MEAL OF MAIZE,11031320
379,11041200,0,107,1295,Gulf Cooperation Council,ROLLED OR FLAKED GRAINS OF OATS,11041200
380,11041200,0,46,350,Other Arab League Countries,ROLLED OR FLAKED GRAINS OF OATS,11041200
381,11061019,0,531,1404,Other Arab League Countries,FLOUR OF OTHER DRIED LEGUMES,11061019
382,11061019,0,240,557,Islamic not Arabic countries,FLOUR OF OTHER DRIED LEGUMES,11061019
383,11061019,0,167,566,"African not Arabic,not Islamic",FLOUR OF OTHER DRIED LEGUMES,11061019
384,11063030,0,81,345,Other Arab League Countries,"FLOUR, MEAL AND POWDER OF DATES",11063030
385,11081200,0,2825,6554,Gulf Cooperation Council,MAIZE (CORN) STARCH,11081200
386,11081200,0,3580,6634,Other Arab League Countries,MAIZE (CORN) STARCH,11081200
387,12024100,0,122,415,"Asian not Arabic ,not Islamic",GROUND NUTS IN SHELL,12024100
388,12024200,0,50,311,Gulf Cooperation Council,SHELLED GROUND NUTS,12024200
389,12024200,0,95,321,"Asian not Arabic ,not Islamic",SHELLED GROUND NUTS,12024200
390,12092100,0,50,1585,Gulf Cooperation Council,LUCERNE (ALFALFA) SEED,12092100
391,12092100,0,50,1276,Other Arab League Countries,LUCERNE (ALFALFA) SEED,12092100
392,12092100,0,25,810,Islamic not Arabic countries,LUCERNE (ALFALFA) SEED,12092100
393,12092100,0,52,1924,North America,LUCERNE (ALFALFA) SEED,12092100
394,12112000,0,5,692,Islamic not Arabic countries,GINSENG ROOTS,12112000
395,12119010,0,204,1010,Other Arab League Countries,BLACK CARAWAY (NIGELLA SATIVA),12119010
396,12119030,0,88,423,Other Arab League Countries,"CHIPS AND PIECES OF ALOESWOOD, AND OTHER AROMATIC WOODS",12119030
397,12119070,0,62,725,Other Arab League Countries,CLEANING STICKS FOR TEETH                           (3),12119070
398,13019091,0,124,1083,Islamic not Arabic countries,GUM RESINS,13019091
399,13021930,0,307,6702,Gulf Cooperation Council,TAHINAH (SESAME JUICE),13021930
400,13021930,0,92,333,Other Arab League Countries,TAHINAH (SESAME JUICE),13021930
401,13021930,0,50,433,European Union,TAHINAH (SESAME JUICE),13021930
402,13021970,0,5,913,Gulf Cooperation Council,OTHER MEDICAL EXTRACTS,13021970
403,13021990,0,42,883,Gulf Cooperation Council,OTHER EXTRACTS,13021990
404,14019090,0,274,574,Gulf Cooperation Council,OTHER PLAITING MATERIALS,14019090
405,14049020,0,62,618,Islamic not Arabic countries,Henna for dyeing or tanning,14049020
406,14049090,0,51,487,Islamic not Arabic countries,OTHER VEGETABLE PRODUCTS NOT ELSEWHERE CLASSIFIED,14049090
407,15019000,0,1034,1487,"Asian not Arabic ,not Islamic",POULTRY FATS,15019000
408,15071000,0,57600,185748,Gulf Cooperation Council,CRUDE SOYA-BEAN OIL,15071000
409,15071000,0,5000,14778,"Asian not Arabic ,not Islamic",CRUDE SOYA-BEAN OIL,15071000
410,15079000,0,16118,62030,Other Arab League Countries,OTHER SOYA-BEAN OIL,15079000
411,15091000,0,181,1615,Other Arab League Countries,VIRGIN OLIVE OIL,15091000
412,15099000,0,35,558,Gulf Cooperation Council,OTHER OLIVE OIL,15099000
413,15119000,0,11964,124345,Gulf Cooperation Council,OTHER PALM OIL,15119000
414,15119000,0,5693,22331,Other Arab League Countries,OTHER PALM OIL,15119000
415,15121900,0,1846,16266,Gulf Cooperation Council,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
416,15121900,0,14266,91127,Other Arab League Countries,OTHER SUNFLOWER SEED OR SAFFLOWER OIL,15121900
417,15122900,0,245,2392,Gulf Cooperation Council,OTHER COTTONSEED OIL,15122900
418,15131900,0,19,621,Other Arab League Countries,OTHER COCONUT OIL,15131900
419,15131900,0,2637,1505,Islamic not Arabic countries,OTHER COCONUT OIL,15131900
420,15131900,0,814,2291,European Union,OTHER COCONUT OIL,15131900
421,15151900,0,163,1898,Gulf Cooperation Council,OTHER LINSEED OIL,15151900
422,15151900,0,46,357,Other Arab League Countries,OTHER LINSEED OIL,15151900
423,15151900,0,198,447,European Union,OTHER LINSEED OIL,15151900
424,15152900,0,9215,87927,Gulf Cooperation Council,OTHER CORN OIL,15152900
425,15152900,0,24695,197602,Other Arab League Countries,OTHER CORN OIL,15152900
426,15159000,0,4200,37299,Gulf Cooperation Council,OTHER FIXED VEGETABLE OILS,15159000
427,15159000,0,638,4022,Other Arab League Countries,OTHER FIXED VEGETABLE OILS,15159000
428,15161000,0,214,758,Other Arab League Countries,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
429,15161000,0,663,1103,Islamic not Arabic countries,"ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
430,15161000,0,410,976,"Asian not Arabic ,not Islamic","ANIMAL FATS AND OILS, HYDROGENATED, ETC.",15161000
431,15162000,0,139,1459,Gulf Cooperation Council,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
432,15162000,0,3089,19700,Other Arab League Countries,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
433,15162000,0,4657,14437,Islamic not Arabic countries,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
434,15162000,0,3049,2513,"Asian not Arabic ,not Islamic","VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
435,15162000,0,31317,20565,European Union,"VEGETABLE FATS AND OILS, HYDROGENATED, ETC.",15162000
436,15171020,0,75,746,Gulf Cooperation Council,MARGARINE OF VEGETABLE ORIGIN,15171020
437,15179090,0,54,680,Gulf Cooperation Council,OTHER MIXTURES OF ANIMAL OR VEGETABLE FATS OR OILS,15179090
438,15180020,0,4129,4413,"Asian not Arabic ,not Islamic","ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180020
439,15180020,0,2519,1511,European Union,"ANIMAL OR VEGETABLE OILS, BOILED, OXIDIZED, ETC.",15180020
440,15220020,0,5505,5621,European Union,RESIDUES FROM THE TREATMENT OF FATTY SUBSTANCES,15220020
441,16010020,0,62,1266,Gulf Cooperation Council,SAUSAGES AND THE LIKE PACKED IN SEALED CONTAINERS,16010020
442,16010020,0,33,406,Other Arab League Countries,SAUSAGES AND THE LIKE PACKED IN SEALED CONTAINERS,16010020
443,16010090,0,2243,54684,Gulf Cooperation Council,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
444,16010090,0,41,635,Other Arab League Countries,SAUSAGES FROM MEAT & BOWELS                         (3),16010090
445,16021090,0,984,19594,Gulf Cooperation Council,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
446,16021090,0,160,790,Other Arab League Countries,OTHER HOMOGENIZED MEAT PREPARATIONS,16021090
447,16023100,0,16,611,Gulf Cooperation Council,PREPARED TURKEY MEAT,16023100
448,16023200,0,502,7403,Gulf Cooperation Council,PREPARED TURKEY MEAT,16023200
449,16023200,0,853,8561,Other Arab League Countries,PREPARED TURKEY MEAT,16023200
450,16023200,0,82,551,South America,PREPARED TURKEY MEAT,16023200
451,16023900,0,4485,99043,Gulf Cooperation Council,OTHER PREPARED MEAT( CHICKENS),16023900
452,16023900,0,694,9871,Other Arab League Countries,OTHER PREPARED MEAT( CHICKENS),16023900
453,16023900,0,1030,3159,"Asian not Arabic ,not Islamic",OTHER PREPARED MEAT( CHICKENS),16023900
454,16023900,0,1128,3898,"African not Arabic,not Islamic",OTHER PREPARED MEAT( CHICKENS),16023900
455,16025010,0,32,392,Other Arab League Countries,PASTRAMI FOR BOVINE,16025010
456,16025090,0,5406,92767,Gulf Cooperation Council,OTHER BOVINE CANNED MEATS,16025090
457,16025090,0,3509,35738,Other Arab League Countries,OTHER BOVINE CANNED MEATS,16025090
458,16029010,0,48,1168,Gulf Cooperation Council,FOODSTUFF PREPARATIONS MORE THAN 20% MEAT,16029010
459,16029090,0,1902,37709,Gulf Cooperation Council,OTHER PREPARED OR PRESERVED MEATS,16029090
460,16029090,0,915,6005,Other Arab League Countries,OTHER PREPARED OR PRESERVED MEATS,16029090
461,16041400,0,83,1536,Gulf Cooperation Council,"TUNAS, PRESERVED",16041400
462,16041400,0,65,474,Other Arab League Countries,"TUNAS, PRESERVED",16041400
463,16041500,0,224,2537,Other Arab League Countries,"MACKEREL, PRESERVED",16041500
464,16041900,0,102,2085,Gulf Cooperation Council,"OTHER WHOLE FISH, PRESERVED",16041900
465,16041900,0,116,1057,Other Arab League Countries,"OTHER WHOLE FISH, PRESERVED",16041900
466,16042000,0,24,576,Other Arab League Countries,OTHER PREPARED OR PRESERVED FISH,16042000
467,17011290,0,501,1313,Gulf Cooperation Council,OTHER BEET SUGAR,17011290
468,17011290,0,368,799,Other Arab League Countries,OTHER BEET SUGAR,17011290
469,17011390,0,88721,187094,Other Arab League Countries,OTHER CANE SUGAR,17011390
470,17019100,0,88,2033,Gulf Cooperation Council,SUGAR CONTAINING ADDED FLAVORING OR COLORING,17019100
471,17019911,0,25251,57375,Gulf Cooperation Council,REFINED SUGAR CRYSTALS,17019911
472,17019911,0,57472,122779,Other Arab League Countries,REFINED SUGAR CRYSTALS,17019911
473,17019911,0,1604,2798,"African not Arabic,not Islamic",REFINED SUGAR CRYSTALS,17019911
474,17019912,0,119,1123,Gulf Cooperation Council,REFINED SUGAR MOULDS,17019912
475,17019912,0,35,353,Other Arab League Countries,REFINED SUGAR MOULDS,17019912
476,17019913,0,5386,12252,Gulf Cooperation Council,CASTOR SUGAR,17019913
477,17019913,0,19688,37045,Other Arab League Countries,CASTOR SUGAR,17019913
478,17019913,0,12258,21485,"African not Arabic,not Islamic",CASTOR SUGAR,17019913
479,17019990,0,26731,63678,Gulf Cooperation Council,OTHER OF SUGER,17019990
480,17019990,0,45889,95257,Other Arab League Countries,OTHER OF SUGER,17019990
481,17019990,0,3204,5292,Islamic not Arabic countries,OTHER OF SUGER,17019990
482,17019990,0,309,689,"Asian not Arabic ,not Islamic",OTHER OF SUGER,17019990
483,17019990,0,52511,100944,"African not Arabic,not Islamic",OTHER OF SUGER,17019990
484,17019990,0,45000,20448,European Union,OTHER OF SUGER,17019990
485,17021900,0,380,837,Gulf Cooperation Council,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
486,17021900,0,775,9769,Other Arab League Countries,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
487,17021900,0,797,8029,Islamic not Arabic countries,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
488,17021900,0,20,374,"African not Arabic,not Islamic",OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
489,17021900,0,28,420,North America,OTHER OF LACTOSE AND LACTOSE LIQUID.,17021900
490,17023000,0,863,1749,Gulf Cooperation Council,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
491,17023000,0,1055,2433,Other Arab League Countries,"GLUCOSE AND GLUCOSE SYRUP, NOT 20% FRUCTOSE",17023000
492,17029070,0,273,1946,Other Arab League Countries,ARTIFICIAL HONEY,17029070
493,17029090,0,192,781,Gulf Cooperation Council,OTHER SUGARS,17029090
494,17029090,0,120,747,Other Arab League Countries,OTHER SUGARS,17029090
495,17029090,0,0,473,South America,OTHER SUGARS,17029090
496,17041000,0,3132,35995,Gulf Cooperation Council,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
497,17041000,0,8155,42879,Other Arab League Countries,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
498,17041000,0,1178,12853,Islamic not Arabic countries,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
499,17041000,0,39,452,"Asian not Arabic ,not Islamic","CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
500,17041000,0,1341,6413,"African not Arabic,not Islamic","CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
501,17041000,0,15,368,North America,"CHEWING GUM, WHETHER OR NOT SUGAR-COATED",17041000
502,17049010,0,126,1061,Gulf Cooperation Council,"SWEETMEATS, DROPS AND BONBONS",17049010
503,17049010,0,231,1289,Other Arab League Countries,"SWEETMEATS, DROPS AND BONBONS",17049010
504,17049020,0,82,748,Gulf Cooperation Council,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
505,17049020,0,1556,6443,Other Arab League Countries,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
506,17049020,0,105,816,Islamic not Arabic countries,"TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
507,17049020,0,120,491,"Asian not Arabic ,not Islamic","TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
508,17049020,0,55,372,"African not Arabic,not Islamic","TOFFEE (CARAMELS), TURKISH DELIGHTS, NOUGAT",17049020
